DistType,Story,PerturbationID,Distance,AtBoundary,DistWordIndex,OriginalWordIndex,DistSurprisal,OriginalSurprisal,DeltaSurprisal,RepresentationDistance
CD,Story16,CD_Story16_s4_k79,7,0,86,86,5.936784267425537,6.448251247406006,-0.5114669799804688,0.02356821298599243
CD,Story16,CD_Story16_s4_k79,8,0,87,87,4.423373222351074,3.9610166549682617,0.4623565673828125,0.0070192813873291016
CD,Story16,CD_Story16_s4_k79,9,0,88,88,1.2354846000671387,0.7216899394989014,0.5137946605682373,0.015239596366882324
CD,Story16,CD_Story16_s4_k79,10,1,89,89,1.31154465675354,1.1617374420166016,0.14980721473693848,0.017428696155548096
CD,Story17,CD_Story17_s2_k36,0,0,36,36,17.263879776000977,3.926326036453247,13.33755373954773,0.06639158725738525
CD,Story17,CD_Story17_s2_k36,1,0,37,37,5.82824182510376,6.218085765838623,-0.3898439407348633,0.022096872329711914
CD,Story17,CD_Story17_s2_k36,2,0,38,38,12.968881607055664,12.464093208312988,0.5047883987426758,0.007433712482452393
CD,Story17,CD_Story17_s2_k36,3,1,39,39,5.812758922576904,5.339069366455078,0.47368955612182617,0.003205418586730957
CD,Story17,CD_Story17_s3_k58,0,0,58,58,18.92059898376465,4.019399642944336,14.901199340820312,0.12859976291656494
CD,Story17,CD_Story17_s3_k58,1,0,59,59,4.972301483154297,3.7247843742370605,1.2475171089172363,0.0170210599899292
CD,Story17,CD_Story17_s3_k58,2,0,60,60,3.6171014308929443,3.137178897857666,0.4799225330352783,0.0215909481048584
CD,Story17,CD_Story17_s3_k58,3,0,61,61,13.803165435791016,12.201581001281738,1.6015844345092773,0.011128008365631104
CD,Story17,CD_Story17_s3_k58,4,0,62,62,0.9220855236053467,0.8876746296882629,0.03441089391708374,0.00886070728302002
CD,Story17,CD_Story17_s3_k58,5,0,63,63,6.963098526000977,6.889310359954834,0.07378816604614258,0.017250418663024902
CD,Story17,CD_Story17_s3_k58,6,1,64,64,5.101138114929199,4.563909530639648,0.5372285842895508,0.0044553279876708984
CD,Story18,CD_Story18_s3_k33,0,0,33,33,11.508268356323242,2.784210681915283,8.724057674407959,0.11187100410461426
CD,Story18,CD_Story18_s3_k33,1,0,34,34,1.8416950702667236,1.259028673171997,0.5826663970947266,0.1572452187538147
CD,Story18,CD_Story18_s3_k33,2,0,35,35,6.072309494018555,5.151149749755859,0.9211597442626953,0.005483865737915039
